movieId,title,genres,overview,poster_url
4828,"Party, The (Boum, La) (1980)",Comedy|Romance,"A look-back at popular French movie ""La Boum"" (The Party).",https://image.tmdb.org/t/p/w500/j8Y7ToardmenIKEj9j1gV6pn869.jpg
4829,Lady in a Cage (1964),Drama|Thriller,A woman trapped in a home elevator is terrorized by a group of vicious hoodlums.,https://image.tmdb.org/t/p/w500/f0eafb0uhYhBTvA2MRB1vN0yJL7.jpg
4830,Brubaker (1980),Crime|Drama,The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.,https://image.tmdb.org/t/p/w500/4DhrSojl3J0Z4wZyM2CfNGnKQWl.jpg
4831,Can't Stop the Music (1980),Comedy|Musical,A loose biography of seminal disco hit-makers The Village People and their composer Jacques Morali.,https://image.tmdb.org/t/p/w500/j4Qu0WPS04bYOLwV3d9vSSsvYQb.jpg
4832,Carny (1980),Drama,"Tired of being a small-town waitress, Donna departs with the latest carnival show, living with entertainers Frankie and Patch in a tense, emotional triangle.",https://image.tmdb.org/t/p/w500/jXiS5rTxZ9hNdXJbTTIQ1ICtGKP.jpg
4833,"Changeling, The (1980)",Horror|Mystery|Thriller,"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.",https://image.tmdb.org/t/p/w500/z4nTYj3JZ5jWAhDgrmEhW2GRAzb.jpg
4834,Cheech & Chong's Next Movie (1980),Comedy,"Perennially stoned Cheech and Chong tear through the city of Los Angeles, causing trouble wherever they go. After Cheech loses his job, the two pot enthusiasts head to the welfare offices where Cheech's girlfriend, Donna, works. Instead of collecting unemployment, they find themselves thrown back on the streets, searching for a way to earn new income. But when Cheech's cousin, ""Red"" Mendoza, arrives, things get even crazier.",https://image.tmdb.org/t/p/w500/hetHB9L84jOLxajKZLKgaNBRDJ9.jpg
4835,Coal Miner's Daughter (1980),Drama,"Biography of Loretta Lynn, a country and western singer that came from poverty to fame.",https://image.tmdb.org/t/p/w500/bzHFDAdUad4QcHPi2UOqvaQKNWA.jpg
4836,"Competition, The (1980)",Drama|Romance,A romantic comedy about a woman who thinks all people eventually cheat and a man who challenges her to a competition to prove that she's wrong.,https://image.tmdb.org/t/p/w500/c7DtOmvuptoZz4s0vdg7BcAWbDS.jpg
4837,Cruising (1980),Crime|Drama|Thriller,"When New York is caught in the grip of a sadistic serial killer who preys on patrons of the city's underground bars, rookie cop Steve Burns infiltrates the S&M subculture to try and lure him out of the shadows.",https://image.tmdb.org/t/p/w500/bb9CND0WyfwdHOZY5XmP4Qn8taz.jpg
4838,D.O.A. (1980),Documentary,"Dexter Cornell, an English Professor becomes embroiled in a series of murders involving people around him. Dexter has good reason to want to find the murderer but hasn't much time. He finds help and comfort from one of his student, Sydney Fuller.",https://image.tmdb.org/t/p/w500/zelnD4ZCB7lBHHOr9Tyw7cepjt9.jpg
4839,Death Ship (1980),Horror,"Survivors of a tragic shipping collision are rescued by a mysterious black ship which appears out of the fog. Little do they realise that the ship is actually a Nazi torture ship which has sailed the seas for years, luring unsuspecting sailors aboard and killing them off one by one.",https://image.tmdb.org/t/p/w500/w5FDs2a7MLuwDJPQWbVbYrL2NJy.jpg
4840,"Last Metro, The (Dernier métro, Le) (1980)",Drama|Romance,"In occupied Paris, an actress wed to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.",https://image.tmdb.org/t/p/w500/t8KMFg9PiD9GSIHXlzast2WhZex.jpg
4841,Divine Madness! (1980),Comedy,"Divine Madness is a 1980 concert film directed by Michael Ritchie, and featuring Bette Midler during her 1979 concert at Pasadena's Civic Auditorium. The 94-minute film features Midler's stand-up comedy routines as well as 16 songs, including ""Big Noise From Winnetka,"" ""Paradise,"" ""Shiver Me Timbers,"" ""Fire Down Below,"" ""Stay With Me,"" ""My Mother’s Eyes,"" ""Chapel of Love/Boogie Woogie Bugle Boy,"" ""Do You Want to Dance,"" ""You Can’t Always Get What You Want/I Shall Be Released"", ""The E-Street Shuffle/Summer (The First Time)/""Leader of the Pack"" and ""The Rose"".",https://image.tmdb.org/t/p/w500/8fiHLBW50X4WJtnT3wieJ1wQYVu.jpg
4842,"Dogs of War, The (1980)",Drama|War,"Mercenary soldiers Jamie and Drew are hired by a large corporation to liberate Zangaro, a small African nation, from an despot. Havoc ensues.",https://image.tmdb.org/t/p/w500/zAVFOLcjqYoEDYBF7UPNY4DIV2I.jpg
4844,Bandits (2001),Comedy|Crime|Romance,"After escaping from prison, Joe and Terry go on a crime spree, robbing banks through Oregon and California in order to finance their scheme for a new life south of the border. Unfortunately, things get more complicated when they meet Kate, who runs into them with her car. She joins the bandits on their cross-country spree, and eventually she steals something, too: their hearts.",https://image.tmdb.org/t/p/w500/vy5oMqjiYjjd7VWLnqo6c3u88lC.jpg
4845,Corky Romano (2001),Comedy|Crime,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",https://image.tmdb.org/t/p/w500/aLgzSIgHTyWggrP7ieDVYE3PB8g.jpg
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
4847,Fat Girl (À ma soeur!) (2001),Drama,"Anaïs is twelve and bears the weight of the world on her shoulders. She watches her older sister, Elena, whom she both loves and hates. Elena is fifteen and devilishly beautiful. Neither more futile, nor more stupid than her younger sister, she cannot understand that she is merely an object of desire. And, as such, she can only be taken. Or had. Indeed, this is the subject: a girl's loss of virginity. And, that summer, it opens a door to tragedy.",https://image.tmdb.org/t/p/w500/afzbY1h7huuxlITigPfcyQSkqLs.jpg
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",https://image.tmdb.org/t/p/w500/x7A59t6ySylr1L7aubOQEA480vM.jpg
4849,My First Mister (2001),Comedy|Drama,"Leelee Sobieski is brash, abrasive and vulnerable as a teenage child of divorce who hides her pain behind a mask of hard-edged gothic rebellion. Albert Brooks plays a man who is her total opposite, a precise and well-ordered menswear store owner of forty-nine who manages limited expectations and protects lonely secrets with pleasant ritual and quiet, ironic reserve. These two total opposites collide in conflict then come together in a surprising alliance, changing each other's lives forever.",https://image.tmdb.org/t/p/w500/xP2JKtdq77aWWZ1LCGsR68co5Jw.jpg
4850,Spriggan (Supurigan) (1998),Action|Animation|Sci-Fi,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
4852,Bones (2001),Horror,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",https://image.tmdb.org/t/p/w500/sn0iDphRxQ7I6aLd9igIgACITak.jpg
4853,Brannigan (1975),Action,A hard-nosed Chicago cop is sent to London to bring back an American mobster being held for extradition. Brannigan in his Irish-American way brings American law to the people of Scotland Yard but has to contend with a stuffy old London first.,https://image.tmdb.org/t/p/w500/n1kLe6y8hiPEOH9DhZcX7c12IP7.jpg
4854,Clambake (1967),Musical,"The heir to an oil fortune trades places with a water-ski instructor at a Florida hotel to see if girls will like him for himself, rather than his father's money.",https://image.tmdb.org/t/p/w500/2d7E9eattf7dkFR16OVJmHBmBsr.jpg
4855,Dirty Harry (1971),Action|Crime|Thriller,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",https://image.tmdb.org/t/p/w500/scl2JDHzYoIEs5xyYy5ITCfyY0G.jpg
4856,Destiny in Space (1994),Documentary|IMAX,"Travel alongside the astronauts as they deploy and repair the Hubble Space Telescope, soar above Venus and Mars, and find proof of new planets and the possibility of other life forming around distant stars.",https://image.tmdb.org/t/p/w500/medBaT5f6UiBjRdBFEOp4nq9PEp.jpg
4857,Fiddler on the Roof (1971),Drama|Musical,"In a pre-revolutionary Russia, a poor Jewish milkman struggles with the challenges of a changing world as his daughters fall in love and antisemitism grows.",https://image.tmdb.org/t/p/w500/v65PHx7Q6Jx0anyNeUOX07SJic9.jpg
4862,Not Without My Daughter (1991),Drama,"An American woman, trapped in Islamic Iran by her brutish husband, must find a way to escape with her daughter as well.",https://image.tmdb.org/t/p/w500/aEMncPIHISpaIJmYaIstS0TVnb7.jpg
4863,Female Trouble (1975),Comedy|Crime,"Teenage delinquent Dawn Davenport, incensed after her parents do not give her the cha-cha heels she wanted for Christmas, runs away from home. After an illegitimate child and hairstylist husband bring her more misery, she's enticed into a life of crime when the owners of her husband's salon promise her fame and fortune.",https://image.tmdb.org/t/p/w500/cqhIufhoORDMuFKEinV1IIYUBxD.jpg
4864,Titanica (1992),Documentary|IMAX,"Titanica is a fascinating non-fiction drama which tells the story of the 1991 expedition to the wreck of the Titanic, the ""unsinkable"" luxury liner which collided with an iceberg and sank on April 15, 1912, losing 1,522 lives. Viewers experience the adventure, drama and danger of deep sea exploration through the activities of an international expedition team composed of unique and colourful characters, each with their own personal interest in the legendary wreck. Combining spectacular life-size images of the shattered remains on the ocean floor with recollections by survivor Eva Hart and computer-enhanced archival photographs, Titanica brings to life a remarkable tale of history, science and human ambition. IMAX",https://image.tmdb.org/t/p/w500/z5WIS8QcnmccIeVzKiYLK9X2aUK.jpg
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,https://image.tmdb.org/t/p/w500/t2WpWM8nBO4sULXr2bDfNEt4qgr.jpg
4866,"Last Castle, The (2001)",Action,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,https://image.tmdb.org/t/p/w500/pYnUfauPVK6g8IRO2REYl4TUZ2p.jpg
4867,Riding in Cars with Boys (2001),Comedy|Drama,"In 1965, a young woman with dreams of becoming a writer has a son at the age of 15 and struggles to make things work with the drug-addicted father.",https://image.tmdb.org/t/p/w500/1xzvRrpA9V1TxXP7kIf8d0AgJ1R.jpg
4868,Bangkok Dangerous (2000),Action|Crime|Romance,"When carrying out a hit, assassin Joe always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers.",https://image.tmdb.org/t/p/w500/iTRftxHW8i4H7ONaOiCIwEXjNDJ.jpg
4869,Burnt Money (Plata Quemada) (2000),Action|Crime|Drama|Romance|Thriller,"Set in Argentina in 1965, the story follows the tumultuous relationship between two men who became lovers and ultimately ruthless bank robbers in a notoriously famous footnote in the annals of crime history. After a large-scale hold-up that turns bloody, the two men must flee. It is not long before the police are surrounding the building they are in and they must confront their demons to survive.",https://image.tmdb.org/t/p/w500/LzjfTXKSdSwyqWzp2X5TjkvJ64.jpg
4870,Dancing at the Blue Iguana (2000),Drama,"At the Blue Iguana, L.A.'s most notorious strip club, the lives of five exotic dancers converge, clash and ultimately bond over the course of one week.",https://image.tmdb.org/t/p/w500/mqnHHF6pductvQGIXfdB37GWNkd.jpg
4871,Focus (2001),Drama,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",https://image.tmdb.org/t/p/w500/lOzGWjceYTd0kd5HyX7Ch46O9kh.jpg
4872,Intimacy (2000),Drama,"Failed musician Jay abandoned his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon, a woman comes to his house for graphic, almost wordless, sex. One day, Jay follows her and learns about her. This eventually disrupts their relationship.",https://image.tmdb.org/t/p/w500/aiPhBVo2eNhuPw5Pezx4BHagvUx.jpg
4873,Waking Life (2001),Animation|Drama|Fantasy,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",https://image.tmdb.org/t/p/w500/2MRM4PL6H7yraAkwyUEe2EqoQH3.jpg
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",https://image.tmdb.org/t/p/w500/tafXZX0I6rso7EyoEzfygfTqxq6.jpg
4875,On the Line (2001),Comedy|Romance,A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,https://image.tmdb.org/t/p/w500/w4I5OgWldImC9yJg6jiAilCbgNU.jpg
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
4877,Better Than Sex (2000),Comedy|Romance,After a one-night stand a couple is faced with the terrifying possibility of what they really want.,https://image.tmdb.org/t/p/w500/zUD6Dc88R7gieprJ1oz8bNyi0uf.jpg
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",https://image.tmdb.org/t/p/w500/j2AtZFsflxiluaNtajMTI0Avm8C.jpg
4879,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama,Two friends are drawn into a seedy underworld of extortion and violence when they try to blackmail a gang of bank robbers.,https://image.tmdb.org/t/p/w500/mXyhSM5xuTTKcD7vmdYkqspYWzC.jpg
4880,Life as a House (2001),Drama,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",https://image.tmdb.org/t/p/w500/qNFlcei9vWh5NCRTVrs52qDvUmq.jpg
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,"A tale of murder, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity and a mysterious opportunity presents him with a chance to change it.",https://image.tmdb.org/t/p/w500/lrCgt8NNMyFsfmXyXiSSCRXNH4u.jpg
4884,Trembling Before G-d (2001),Documentary,A portrait of various gay Orthodox Jews who struggle to reconcile their faith and their sexual orientation.,https://image.tmdb.org/t/p/w500/7fczr9yZYSrSpW42BkXBlMDVgBn.jpg
4885,Domestic Disturbance (2001),Thriller,"Frank Morrison is a divorced father with a 12-year-old son, Danny. His ex-wife Susan and son Danny now live with Rick Barnes, Susan's new husband. Danny, who has a reputation for telling lies, accuses his stepfather of committing a murder. Initially, no one believes his accusations, but then Frank becomes convinced and is the only one who believes him. Now, the father Danny trusts must protect him from the stepfather he fears.",https://image.tmdb.org/t/p/w500/quRhjnXAuIn04VmgM84nmKzt79J.jpg
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",https://image.tmdb.org/t/p/w500/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg
4887,"One, The (2001)",Action|Sci-Fi|Thriller,"An epic devotional narrative that reimagines the journey of Lord Krishna, tracing his path from Dwarka to Kurukshetra after parting ways with Radha. As his journey unfolds, it explores his connection with people, his layered personality, and the lessons he imparts about love and life.",https://image.tmdb.org/t/p/w500/7AxJYvPWLlNiGH52A9eenDxQzu8.jpg
4888,Tape (2001),Drama,"When Jay and Annie first got together, their romantic connection was intense – but ten years and two kids later, the flame of their love needs a spark.  To kick things up a notch, they decide – why not? – to make a video of themselves trying out every position in The Joy of Sex in one marathon three-hour session.  It seems like a great idea – until they discover that their most private video is no longer private.  With their reputations on the line, they know they’re just one click away from being laid bare to the world... but as their race to reclaim their video leads to a night they'll never forget, they'll find that their video will expose even more than they bargained for.",https://image.tmdb.org/t/p/w500/u2h7UnSHrbAA5WBoKhdH1rlDZfz.jpg
4889,Heist (2001),Crime|Drama,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",https://image.tmdb.org/t/p/w500/eKdz5i9gbzJthAxUZBBj5SVbzKR.jpg
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",https://image.tmdb.org/t/p/w500/q4lZrHWTWuybb6pzMucj1c0ngCW.jpg
4892,Maze (2000),Romance,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",https://image.tmdb.org/t/p/w500/ode14q7WtDugFDp78fo9lCsmay9.jpg
4893,When a Stranger Calls (1979),Horror|Thriller,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",https://image.tmdb.org/t/p/w500/r5FAdQAtgRpHuSI4x5ydvcVHuFz.jpg
4894,Timerider: The Adventure of Lyle Swann (1982),Action|Adventure|Sci-Fi|Western,"Lyle Swann is a successful off-road racer who mistakenly gets sent back in time 100 years. When a band of outlaws robs Swann of his motorcycle, he's forced to outfox the gangsters and give in to the seductions of a gorgeous local lady. With only his smarts and a map from an Exxon station, Lyle must try to make it out of the Old West alive and find a way back to modern times.",https://image.tmdb.org/t/p/w500/cOWtzBF4mKGes4VMXszU5gbra9P.jpg
4895,"Wash, The (2001)",Comedy,"With the rent due and his car booted, Sean has to come up with some ends...and fast. When his best buddy and roommate Dee Loc, suggests that Sean get a job busting suds down at the local car wash.",https://image.tmdb.org/t/p/w500/xb63VT8E4Q2RjLT7qnzvc5jRFAQ.jpg
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
4897,"Fluffer, The (2001)",Drama|Romance,"Self-effacing, boyish Sean moves to LA to pursue a career in movies but finds it tougher than he imagined. He stumbles onto porn star Johnny Rebel - a handsome, muscled dream of men and women alike - who awakens Sean’s deep obsession.",https://image.tmdb.org/t/p/w500/jYKeDJ0PgVBoSUVq4aXkXrapsjA.jpg
4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller,"When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",https://image.tmdb.org/t/p/w500/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg
4899,Black Knight (2001),Adventure|Comedy|Fantasy,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.",https://image.tmdb.org/t/p/w500/JC7c2Y70R5oBNa8v4pnHfzYvFK.jpg
4900,Out Cold (2001),Comedy,"Rick Rambis and his friends are having the time of their lives on Bull Mountain—until the legendary Papa Muntz' son decides to sell the mountain to a sleazy land developer, have the staff fired and turn Bull Mountain into 'Yuppieville'.",https://image.tmdb.org/t/p/w500/2aBepBnMXRs3hmde9Je3rn5bseJ.jpg
4901,Spy Game (2001),Action|Crime|Drama|Thriller,"On the day of his retirement, a veteran CIA agent learns that his former protégé has been arrested in China, is sentenced to die the next morning in Beijing, and that the CIA is considering letting that happen to avoid an international scandal.",https://image.tmdb.org/t/p/w500/6y8M1rxjKofQCRKKe6xeV91K2Fc.jpg
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",https://image.tmdb.org/t/p/w500/iP1z1aJzPnkP8FHg77TS7ukqoEZ.jpg
4903,In the Bedroom (2001),Drama,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. His son is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",https://image.tmdb.org/t/p/w500/IQj11YbraLDyPYaz79jtDoAscc.jpg
4907,Across 110th Street (1972),Crime,"In a daring robbery, some $300,000 is taken from the Italian mob. Several mafiosi are killed, as are two policemen. Lt. Pope and Capt. Mattelli are two New York City cops trying to break the case. Three small-time criminals are on the run with the money. Will the mafia catch them first, or will the police?",https://image.tmdb.org/t/p/w500/2RFefK8DS8eUEuYyiN3tLAyM5IX.jpg
4908,"Little Soldier, The (Petit soldat, Le) (1963)",Drama|War,A budding romance between two toy dancers is put into dangers when the boy is conscripted into the toy army.,https://image.tmdb.org/t/p/w500/t1Go6ryBUhl4D2d6iQTt42jk5qq.jpg
4909,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi,"After being exposed to a bizarre mixture of household chemicals, Pat Kramer begins to shrink. This baffles scientists, makes parenting difficult, warms the hearts of Americans, and captures the attention of a group of people who want to take over the world. This evil group plots to kidnap Pat and perform experiments on her so that they can eventually shrink everyone.",https://image.tmdb.org/t/p/w500/A6Hgp9LS0TQiawk6sPefjg1mHbg.jpg
4911,Jabberwocky (1977),Adventure|Comedy|Fantasy,"After the death of his father, young Dennis Cooper goes to town where he has to pass several adventures. The town and the whole kingdom is threatened by a terrible monster called 'Jabberwocky'. Will Dennis make his fortune? Is anyone brave enough to defeat the monster?",https://image.tmdb.org/t/p/w500/kprcqmFxWPU45L1ZnMXO5yPPMVA.jpg
4912,Funny Girl (1968),Drama|Musical|Romance,"The life of famed 1930s comedienne Fanny Brice, from her early days in the Jewish slums of New York, to the height of her career with the Ziegfeld Follies, as well as her marriage to the rakish gambler Nick Arnstein.",https://image.tmdb.org/t/p/w500/ywjXHWUK0niM26UKy7DTCErWTFz.jpg
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance,Documentary about the ongoing influence of 'Breathless' after 60 years,https://image.tmdb.org/t/p/w500/uEYnpjxxnIOl9sYQyu8PeJoqJEj.jpg
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy,"Dar, the son of a king, is hunted by a priest after his birth and grows up in another family. When he becomes a grown man, his new father is murdered by savages and he discovers that he has the ability to communicate with animals, which leads him on a quest for revenge against his father's killers.",https://image.tmdb.org/t/p/w500/ytaKNYpHdQnClTbWL2m19Xv6PXZ.jpg
4916,Midway (1976),Drama|War,"This war drama depicts the U.S. and Japanese forces in the naval Battle of Midway, which became a turning point for Americans during World War II.",https://image.tmdb.org/t/p/w500/vCzGV28YFmWubUn1jh8ytagYocR.jpg
4917,MacArthur (1977),Drama,"The film portrays MacArthur's life from 1942, before the Battle of Bataan, to 1952, when he was removed from his Korean War command by President Truman for insubordination, and is recounted in flashback as he visits West Point.",https://image.tmdb.org/t/p/w500/zkgakUhHugeMRAtxSiM47nwXufa.jpg
4918,"Young Lions, The (1958)",Drama|War,"The lives of three young men, a German and two Americans, during WWII.",https://image.tmdb.org/t/p/w500/7o0UhkzH01DhAP3JsMLoNPQnoqc.jpg
4919,Subway (1985),Crime|Drama|Romance|Thriller,"Six delinquents are tasked with cleaning a train as part of a community service program. But when the train suddenly takes off, chaos ensues.",https://image.tmdb.org/t/p/w500/brQf6Odu4S6WzfVLuXLbOcbsOP2.jpg
4920,"Now, Voyager (1942)",Drama|Romance,A spoiled pop star crashes his car in an irrigation ditch and comes to in a public indoor pool supervised by a mysterious man who attempts to show him the error of his ways.,https://image.tmdb.org/t/p/w500/xgI6XxlsvMYWzIs0Aejeau0aWcb.jpg
4921,Little Women (1933),Drama|Romance,Four sisters come of age in America in the aftermath of the Civil War.,https://image.tmdb.org/t/p/w500/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg
4922,Halls of Montezuma (1950),Adventure|War,"Richard Widmark leads an all star cast of marine leathernecks including Jack Palance, Robert Wagner, Karl Malden, Richard Boone and Jack Webb into battle on a heavily fortified island. This action-packed story follows the squad as they pick their way through enemy-infested jungles on a time sensitive mission to find the source of the enemy rockets. As the mission progresses, the squad and leader overcome many challenges as they are transformed into an effective and efficient fighting unit.",https://image.tmdb.org/t/p/w500/nXAolbmS7iYXnyk1mgiqv73gjIw.jpg
4923,Guadalcanal Diary (1943),Action|War,"Concentrating on the personal lives of those involved, a war correspondent takes us through the preparations, landing and initial campaign on Guadalcanal during WWII.",https://image.tmdb.org/t/p/w500/7xe6JK2JyKmByPRsI5PPIv6EuJC.jpg
4925,"Cheap Detective, The (1978)",Comedy,"A spoof of the entire 1940s detective genre. San Francisco private detective, Lou Pekinpaugh is accused of murdering his partner at the instigation of his mistress—his partner's wife.",https://image.tmdb.org/t/p/w500/7poVN0zQuxCIorAR9N6JDJN0dGG.jpg
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical,"Jean is a family man and factory worker who dreams of becoming a songwriter. Pinning his hopes on his teenage daughter, Marva, he takes her to singing contests in which the awkward and overweight girl struggles to belt out a tune. When Jean is suddenly fired because of cut backs, he is ashamed and even more desperate to have his daughter succeed. In a chance meeting Jean kidnaps the most famous pop star in the country and holds her hostage demanding to be heard by the music industry. Catching the attention of the media and the eyes of the nation, Jean and Marva realize that the show must go on until everyone is famous.",https://image.tmdb.org/t/p/w500/iPVRGoOQ6N9sMYYJW8OLT2CqDnO.jpg
4927,"Last Wave, The (1977)",Fantasy|Mystery|Thriller,A Sydney lawyer defends five Aboriginal people in a ritualised taboo murder and in the process learns disturbing truths about himself and premonitions.,https://image.tmdb.org/t/p/w500/7UwdJ0EMXirUuNFaohfK023Nuyr.jpg
4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",https://image.tmdb.org/t/p/w500/9iUdC4dftkjYSBUJq5DAxC6WqB9.jpg
4929,"Toy, The (1982)",Comedy,"On one of his bratty son Eric's annual visits, the plutocrat U.S. Bates takes him to his department store and offers him anything in it as a gift. Eric chooses a black janitor who has made him laugh with his antics. At first the man suffers many indignities as Eric's ""toy"", but gradually teaches the lonely boy what it is like to have and to be a friend.",https://image.tmdb.org/t/p/w500/yt7Z37Uo2zls64XikaYh8nCwTAv.jpg
4930,Funeral in Berlin (1966),Action|Drama|Thriller,"Colonel Stok, a Soviet intelligence officer responsible for security at the Berlin Wall, appears to want to defect but the evidence is contradictory. Stok wants the British to handle his defection and asks for one of their agents, Harry Palmer, to smuggle him out of East Germany.",https://image.tmdb.org/t/p/w500/xT15D124pyoq3HWDpuhoJTqLfFM.jpg
